feature,coef,odds_ratio
credit_lines_outstanding,40.866438279285376,5.598460775190422e+17
total_debt_outstanding,18.549749970422834,113776888.51636559
loan_amt_outstanding,1.2176102930891168,3.379103011591346
customer_id,-0.005925431547810097,0.994092089198628
fico_score,-5.535459387597319,0.003944396213018014
income,-12.47003718840137,3.84000385138088e-06
years_employed,-14.132260751331202,7.285127197064357e-07
